nno,       11449.
nel,       11236.
nge,           1.
geo,           1.,   0.100000E+01,   0.100000E+01,   0.100000E+01
nmt,           2.
mat,           1.,   0.700000E+11,   0.270000E+04,   0.300000E+00,   0.788861E-30
mat,           2.,   0.788861E-30,   0.100000E+04,   0.788861E-30,   0.145000E+04
pty,           0.
sym,           0.
dim,           0.
end
noh,           1.,   0.50000000E-01,   0.00000000E+00,   0.00000000E+00
noh,           2.,   0.10500000E+01,   0.00000000E+00,   0.00000000E+00
noh,           3.,   0.60000000E-01,   0.00000000E+00,   0.00000000E+00
noh,           4.,   0.70000000E-01,   0.00000000E+00,   0.00000000E+00
noh,           5.,   0.80000000E-01,   0.00000000E+00,   0.00000000E+00
noh,           6.,   0.90000000E-01,   0.00000000E+00,   0.00000000E+00
noh,           7.,   0.10000000E+00,   0.00000000E+00,   0.00000000E+00
noh,           8.,   0.11000000E+00,   0.00000000E+00,   0.00000000E+00
noh,           9.,   0.12000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          10.,   0.13000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          11.,   0.14000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          12.,   0.15000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          13.,   0.16000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          14.,   0.17000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          15.,   0.18000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          16.,   0.19000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          17.,   0.20000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          18.,   0.21000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          19.,   0.22000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          20.,   0.23000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          21.,   0.24000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          22.,   0.25000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          23.,   0.26000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          24.,   0.27000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          25.,   0.28000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          26.,   0.29000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          27.,   0.30000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          28.,   0.31000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          29.,   0.32000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          30.,   0.33000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          31.,   0.34000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          32.,   0.35000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          33.,   0.36000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          34.,   0.37000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          35.,   0.38000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          36.,   0.39000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          37.,   0.40000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          38.,   0.41000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          39.,   0.42000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          40.,   0.43000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          41.,   0.44000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          42.,   0.45000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          43.,   0.46000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          44.,   0.47000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          45.,   0.48000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          46.,   0.49000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          47.,   0.50000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          48.,   0.51000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          49.,   0.52000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          50.,   0.53000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          51.,   0.54000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          52.,   0.55000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          53.,   0.56000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          54.,   0.57000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          55.,   0.58000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          56.,   0.59000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          57.,   0.60000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          58.,   0.61000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          59.,   0.62000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          60.,   0.63000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          61.,   0.64000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          62.,   0.65000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          63.,   0.66000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          64.,   0.67000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          65.,   0.68000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          66.,   0.69000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          67.,   0.70000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          68.,   0.71000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          69.,   0.72000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          70.,   0.73000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          71.,   0.74000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          72.,   0.75000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          73.,   0.76000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          74.,   0.77000000E+00,   0.00000000E+00,   0.00000000E+00
noh,          75.,   0.78000000E+00,   0.00000000E+00,   0.00000000E+00
